#Graph:          replica_84gr_replica_84
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         5.52e-05
                               6                          0.00018
                               7                         0.000324
                               8                         0.000485
                               9                         0.000662
                              10                         0.000852
                              11                          0.00106
                              12                          0.00128
                              13                          0.00151
                              14                          0.00175
                              15                            0.002
                              16                          0.00227
                              17                          0.00255
                              18                          0.00282
                              19                          0.00312
                              20                          0.00342
                              21                          0.00372
                              22                          0.00405
                              23                          0.00437
                              24                           0.0047
                              25                          0.00503
                              26                          0.00537
                              27                          0.00572
                              28                          0.00607
                              29                          0.00642
                              30                          0.00678
                              31                          0.00714
                              32                          0.00751
                              33                          0.00787
                              34                          0.00825
                              35                          0.00863
                              36                          0.00901
                              37                          0.00939
                              38                          0.00979
                              39                           0.0102
                              40                           0.0106
                              41                            0.011
                              42                           0.0114
                              43                           0.0118
                              44                           0.0122
                              45                           0.0126
                              46                            0.013
                              47                           0.0134
                              48                           0.0138
                              49                           0.0142
                              50                           0.0146
                              51                           0.0151
                              52                           0.0155
                              53                           0.0159
                              54                           0.0163
                              55                           0.0168
                              56                           0.0172
                              57                           0.0177
                              58                           0.0181
                              59                           0.0186
                              60                            0.019
