#Graph:          replica_18gr_replica_18
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000267
                               6                         0.000334
                               7                          0.00041
                               8                         0.000492
                               9                         0.000583
                              10                         0.000679
                              11                         0.000784
                              12                         0.000894
                              13                          0.00101
                              14                          0.00113
                              15                          0.00126
                              16                          0.00139
                              17                          0.00153
                              18                          0.00166
                              19                          0.00181
                              20                          0.00196
                              21                          0.00211
                              22                          0.00228
                              23                          0.00244
                              24                           0.0026
                              25                          0.00277
                              26                          0.00294
                              27                          0.00312
                              28                           0.0033
                              29                          0.00348
                              30                          0.00367
                              31                          0.00385
                              32                          0.00404
                              33                          0.00423
                              34                          0.00443
                              35                          0.00464
                              36                          0.00484
                              37                          0.00505
                              38                          0.00527
                              39                          0.00548
                              40                          0.00569
                              41                          0.00592
                              42                          0.00615
                              43                          0.00639
                              44                          0.00662
                              45                          0.00686
                              46                           0.0071
                              47                          0.00736
                              48                          0.00761
                              49                          0.00787
                              50                          0.00814
                              51                          0.00841
                              52                          0.00868
                              53                          0.00897
                              54                          0.00925
                              55                          0.00954
                              56                          0.00985
                              57                           0.0102
                              58                           0.0105
                              59                           0.0108
                              60                           0.0112
