#Graph:          replica_36gr_replica_36
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000591
                               6                         0.000816
                               7                          0.00103
                               8                          0.00123
                               9                          0.00143
                              10                          0.00162
                              11                          0.00181
                              12                            0.002
                              13                          0.00218
                              14                          0.00237
                              15                          0.00255
                              16                          0.00274
                              17                          0.00292
                              18                           0.0031
                              19                          0.00329
                              20                          0.00348
                              21                          0.00365
                              22                          0.00385
                              23                          0.00403
                              24                          0.00421
                              25                          0.00439
                              26                          0.00458
                              27                          0.00475
                              28                          0.00493
                              29                          0.00511
                              30                          0.00529
                              31                          0.00546
                              32                          0.00563
                              33                           0.0058
                              34                          0.00597
                              35                          0.00614
                              36                          0.00632
                              37                          0.00648
                              38                          0.00665
                              39                          0.00681
                              40                          0.00696
                              41                          0.00712
                              42                          0.00728
                              43                          0.00745
                              44                          0.00759
                              45                          0.00774
                              46                          0.00788
                              47                          0.00804
                              48                          0.00819
                              49                          0.00833
                              50                          0.00848
                              51                          0.00862
                              52                          0.00874
                              53                          0.00888
                              54                          0.00901
                              55                          0.00914
                              56                          0.00929
                              57                          0.00943
                              58                          0.00956
                              59                           0.0097
                              60                          0.00983
