#Graph:          replica_89gr_replica_89
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                        -6.82e-07
                               6                         -1.1e-05
                               7                        -2.85e-05
                               8                        -4.62e-05
                               9                        -5.81e-05
                              10                        -5.95e-05
                              11                        -4.56e-05
                              12                        -1.33e-05
                              13                         4.08e-05
                              14                         0.000118
                              15                         0.000222
                              16                         0.000352
                              17                         0.000511
                              18                         0.000697
                              19                         0.000916
                              20                          0.00116
                              21                          0.00143
                              22                          0.00174
                              23                          0.00207
                              24                          0.00243
                              25                          0.00281
                              26                          0.00322
                              27                          0.00365
                              28                           0.0041
                              29                          0.00458
                              30                          0.00508
                              31                          0.00558
                              32                          0.00611
                              33                          0.00666
                              34                          0.00722
                              35                          0.00779
                              36                          0.00838
                              37                          0.00897
                              38                          0.00958
                              39                           0.0102
                              40                           0.0108
                              41                           0.0114
                              42                            0.012
                              43                           0.0127
                              44                           0.0133
                              45                           0.0139
                              46                           0.0146
                              47                           0.0152
                              48                           0.0158
                              49                           0.0165
                              50                           0.0171
                              51                           0.0177
                              52                           0.0183
                              53                           0.0189
                              54                           0.0195
                              55                           0.0201
                              56                           0.0206
                              57                           0.0212
                              58                           0.0218
                              59                           0.0224
                              60                           0.0229
