#Graph:          replica_23gr_replica_23
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         -3.7e-05
                               6                        -3.59e-05
                               7                        -3.38e-05
                               8                        -2.69e-05
                               9                        -1.16e-05
                              10                         1.46e-05
                              11                         5.45e-05
                              12                         0.000109
                              13                         0.000182
                              14                         0.000271
                              15                         0.000379
                              16                         0.000508
                              17                         0.000656
                              18                         0.000823
                              19                          0.00101
                              20                          0.00122
                              21                          0.00145
                              22                           0.0017
                              23                          0.00197
                              24                          0.00226
                              25                          0.00256
                              26                          0.00289
                              27                          0.00323
                              28                          0.00359
                              29                          0.00396
                              30                          0.00435
                              31                          0.00475
                              32                          0.00517
                              33                          0.00559
                              34                          0.00603
                              35                          0.00648
                              36                          0.00695
                              37                          0.00741
                              38                           0.0079
                              39                          0.00838
                              40                          0.00885
                              41                          0.00935
                              42                          0.00985
                              43                           0.0104
                              44                           0.0109
                              45                           0.0113
                              46                           0.0118
                              47                           0.0124
                              48                           0.0128
                              49                           0.0133
                              50                           0.0138
                              51                           0.0143
                              52                           0.0148
                              53                           0.0152
                              54                           0.0157
                              55                           0.0162
                              56                           0.0166
                              57                           0.0171
                              58                           0.0175
                              59                           0.0179
                              60                           0.0183
