#Graph:          replica_99gr_replica_99
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                        -0.000102
                               6                        -8.46e-05
                               7                        -4.28e-05
                               8                         2.25e-05
                               9                          0.00011
                              10                         0.000217
                              11                         0.000345
                              12                         0.000491
                              13                         0.000654
                              14                         0.000833
                              15                          0.00103
                              16                          0.00124
                              17                          0.00146
                              18                          0.00169
                              19                          0.00194
                              20                           0.0022
                              21                          0.00246
                              22                          0.00274
                              23                          0.00302
                              24                          0.00331
                              25                           0.0036
                              26                           0.0039
                              27                          0.00421
                              28                          0.00451
                              29                          0.00482
                              30                          0.00514
                              31                          0.00545
                              32                          0.00577
                              33                          0.00608
                              34                           0.0064
                              35                          0.00672
                              36                          0.00705
                              37                          0.00736
                              38                          0.00769
                              39                          0.00801
                              40                          0.00831
                              41                          0.00863
                              42                          0.00895
                              43                          0.00927
                              44                          0.00958
                              45                          0.00988
                              46                           0.0102
                              47                           0.0105
                              48                           0.0108
                              49                           0.0111
                              50                           0.0114
                              51                           0.0117
                              52                            0.012
                              53                           0.0123
                              54                           0.0126
                              55                           0.0129
                              56                           0.0132
                              57                           0.0135
                              58                           0.0138
                              59                           0.0141
                              60                           0.0143
