#Graph:          replica_20gr_replica_20
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000392
                               6                         0.000532
                               7                         0.000683
                               8                         0.000841
                               9                          0.00101
                              10                          0.00119
                              11                          0.00138
                              12                          0.00157
                              13                          0.00178
                              14                          0.00199
                              15                          0.00221
                              16                          0.00244
                              17                          0.00267
                              18                           0.0029
                              19                          0.00314
                              20                          0.00339
                              21                          0.00363
                              22                           0.0039
                              23                          0.00415
                              24                          0.00441
                              25                          0.00466
                              26                          0.00492
                              27                          0.00518
                              28                          0.00544
                              29                          0.00569
                              30                          0.00595
                              31                           0.0062
                              32                          0.00645
                              33                           0.0067
                              34                          0.00695
                              35                          0.00719
                              36                          0.00744
                              37                          0.00768
                              38                          0.00792
                              39                          0.00816
                              40                          0.00838
                              41                          0.00861
                              42                          0.00883
                              43                          0.00906
                              44                          0.00927
                              45                          0.00947
                              46                          0.00968
                              47                           0.0099
                              48                           0.0101
                              49                           0.0103
                              50                           0.0105
                              51                           0.0107
                              52                           0.0108
                              53                            0.011
                              54                           0.0112
                              55                           0.0114
                              56                           0.0115
                              57                           0.0117
                              58                           0.0119
                              59                           0.0121
                              60                           0.0122
