#Graph:          replica_51gr_replica_51
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000795
                               6                         0.000948
                               7                          0.00111
                               8                          0.00128
                               9                          0.00146
                              10                          0.00164
                              11                          0.00183
                              12                          0.00203
                              13                          0.00223
                              14                          0.00243
                              15                          0.00264
                              16                          0.00286
                              17                          0.00307
                              18                          0.00328
                              19                          0.00351
                              20                          0.00374
                              21                          0.00396
                              22                           0.0042
                              23                          0.00443
                              24                          0.00467
                              25                           0.0049
                              26                          0.00514
                              27                          0.00538
                              28                          0.00562
                              29                          0.00586
                              30                           0.0061
                              31                          0.00634
                              32                          0.00658
                              33                          0.00682
                              34                          0.00707
                              35                          0.00731
                              36                          0.00757
                              37                          0.00781
                              38                          0.00806
                              39                          0.00831
                              40                          0.00855
                              41                           0.0088
                              42                          0.00905
                              43                          0.00931
                              44                          0.00955
                              45                          0.00979
                              46                             0.01
                              47                           0.0103
                              48                           0.0106
                              49                           0.0108
                              50                           0.0111
                              51                           0.0113
                              52                           0.0116
                              53                           0.0118
                              54                           0.0121
                              55                           0.0123
                              56                           0.0126
                              57                           0.0128
                              58                           0.0131
                              59                           0.0134
                              60                           0.0136
