#Graph:          replica_58gr_replica_58
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         3.39e-05
                               6                         3.94e-05
                               7                         5.24e-05
                               8                         7.65e-05
                               9                         0.000115
                              10                          0.00017
                              11                         0.000245
                              12                          0.00034
                              13                         0.000456
                              14                         0.000594
                              15                         0.000753
                              16                         0.000936
                              17                          0.00114
                              18                          0.00136
                              19                          0.00161
                              20                          0.00188
                              21                          0.00217
                              22                          0.00248
                              23                          0.00281
                              24                          0.00315
                              25                          0.00351
                              26                          0.00389
                              27                          0.00429
                              28                           0.0047
                              29                          0.00512
                              30                          0.00556
                              31                            0.006
                              32                          0.00646
                              33                          0.00693
                              34                          0.00742
                              35                          0.00791
                              36                          0.00842
                              37                          0.00893
                              38                          0.00946
                              39                             0.01
                              40                           0.0105
                              41                           0.0111
                              42                           0.0116
                              43                           0.0122
                              44                           0.0128
                              45                           0.0133
                              46                           0.0139
                              47                           0.0145
                              48                           0.0151
                              49                           0.0157
                              50                           0.0164
                              51                            0.017
                              52                           0.0176
                              53                           0.0182
                              54                           0.0189
                              55                           0.0195
                              56                           0.0202
                              57                           0.0209
                              58                           0.0216
                              59                           0.0223
                              60                            0.023
