#Graph:          replica_82gr_replica_82
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000991
                               6                          0.00105
                               7                          0.00114
                               8                          0.00124
                               9                          0.00136
                              10                          0.00149
                              11                          0.00164
                              12                           0.0018
                              13                          0.00196
                              14                          0.00214
                              15                          0.00233
                              16                          0.00254
                              17                          0.00275
                              18                          0.00297
                              19                           0.0032
                              20                          0.00346
                              21                          0.00371
                              22                          0.00399
                              23                          0.00427
                              24                          0.00457
                              25                          0.00487
                              26                          0.00519
                              27                          0.00552
                              28                          0.00585
                              29                           0.0062
                              30                          0.00656
                              31                          0.00693
                              32                           0.0073
                              33                          0.00769
                              34                          0.00808
                              35                          0.00849
                              36                          0.00892
                              37                          0.00934
                              38                          0.00978
                              39                           0.0102
                              40                           0.0107
                              41                           0.0111
                              42                           0.0116
                              43                           0.0121
                              44                           0.0125
                              45                            0.013
                              46                           0.0135
                              47                            0.014
                              48                           0.0145
                              49                            0.015
                              50                           0.0155
                              51                            0.016
                              52                           0.0165
                              53                           0.0171
                              54                           0.0176
                              55                           0.0181
                              56                           0.0187
                              57                           0.0192
                              58                           0.0198
                              59                           0.0203
                              60                           0.0209
