#Graph:          replica_52gr_replica_52
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                        -8.65e-05
                               6                        -1.04e-05
                               7                         9.45e-05
                               8                         0.000225
                               9                         0.000379
                              10                         0.000554
                              11                         0.000753
                              12                         0.000969
                              13                           0.0012
                              14                          0.00146
                              15                          0.00172
                              16                          0.00201
                              17                          0.00231
                              18                          0.00262
                              19                          0.00294
                              20                          0.00329
                              21                          0.00362
                              22                            0.004
                              23                          0.00436
                              24                          0.00474
                              25                          0.00512
                              26                          0.00552
                              27                          0.00591
                              28                          0.00631
                              29                          0.00672
                              30                          0.00713
                              31                          0.00754
                              32                          0.00796
                              33                          0.00837
                              34                           0.0088
                              35                          0.00922
                              36                          0.00965
                              37                           0.0101
                              38                           0.0105
                              39                           0.0109
                              40                           0.0113
                              41                           0.0118
                              42                           0.0122
                              43                           0.0126
                              44                            0.013
                              45                           0.0134
                              46                           0.0138
                              47                           0.0142
                              48                           0.0146
                              49                            0.015
                              50                           0.0154
                              51                           0.0158
                              52                           0.0161
                              53                           0.0165
                              54                           0.0168
                              55                           0.0172
                              56                           0.0175
                              57                           0.0179
                              58                           0.0182
                              59                           0.0186
                              60                           0.0189
