#Graph:          replica_62gr_replica_62
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000196
                               6                         0.000275
                               7                         0.000371
                               8                          0.00048
                               9                         0.000606
                              10                         0.000746
                              11                         0.000904
                              12                          0.00108
                              13                          0.00126
                              14                          0.00146
                              15                          0.00168
                              16                          0.00191
                              17                          0.00215
                              18                           0.0024
                              19                          0.00266
                              20                          0.00294
                              21                          0.00322
                              22                          0.00353
                              23                          0.00383
                              24                          0.00414
                              25                          0.00445
                              26                          0.00478
                              27                          0.00511
                              28                          0.00544
                              29                          0.00578
                              30                          0.00612
                              31                          0.00646
                              32                           0.0068
                              33                          0.00714
                              34                          0.00749
                              35                          0.00784
                              36                          0.00819
                              37                          0.00853
                              38                          0.00888
                              39                          0.00922
                              40                          0.00955
                              41                          0.00989
                              42                           0.0102
                              43                           0.0106
                              44                           0.0109
                              45                           0.0112
                              46                           0.0115
                              47                           0.0119
                              48                           0.0122
                              49                           0.0125
                              50                           0.0128
                              51                           0.0131
                              52                           0.0134
                              53                           0.0137
                              54                           0.0139
                              55                           0.0142
                              56                           0.0145
                              57                           0.0148
                              58                           0.0151
                              59                           0.0153
                              60                           0.0156
