#Graph:          replica_77gr_replica_77
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                          0.00152
                               6                          0.00166
                               7                          0.00181
                               8                          0.00196
                               9                          0.00211
                              10                          0.00227
                              11                          0.00242
                              12                          0.00258
                              13                          0.00273
                              14                          0.00288
                              15                          0.00303
                              16                          0.00318
                              17                          0.00333
                              18                          0.00347
                              19                          0.00362
                              20                          0.00377
                              21                           0.0039
                              22                          0.00405
                              23                          0.00419
                              24                          0.00433
                              25                          0.00447
                              26                           0.0046
                              27                          0.00474
                              28                          0.00488
                              29                          0.00502
                              30                          0.00515
                              31                          0.00529
                              32                          0.00543
                              33                          0.00557
                              34                          0.00572
                              35                          0.00587
                              36                          0.00602
                              37                          0.00617
                              38                          0.00634
                              39                           0.0065
                              40                          0.00665
                              41                          0.00682
                              42                            0.007
                              43                          0.00719
                              44                          0.00737
                              45                          0.00755
                              46                          0.00774
                              47                          0.00795
                              48                          0.00815
                              49                          0.00837
                              50                          0.00859
                              51                          0.00882
                              52                          0.00904
                              53                          0.00927
                              54                          0.00952
                              55                          0.00977
                              56                             0.01
                              57                           0.0103
                              58                           0.0106
                              59                           0.0109
                              60                           0.0112
