#Graph:          replica_92gr_replica_92
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000497
                               6                         0.000534
                               7                         0.000587
                               8                         0.000648
                               9                         0.000717
                              10                         0.000793
                              11                         0.000878
                              12                         0.000968
                              13                          0.00106
                              14                          0.00116
                              15                          0.00127
                              16                          0.00138
                              17                           0.0015
                              18                          0.00162
                              19                          0.00174
                              20                          0.00187
                              21                            0.002
                              22                          0.00215
                              23                          0.00228
                              24                          0.00243
                              25                          0.00257
                              26                          0.00272
                              27                          0.00287
                              28                          0.00302
                              29                          0.00318
                              30                          0.00334
                              31                          0.00349
                              32                          0.00365
                              33                          0.00381
                              34                          0.00397
                              35                          0.00413
                              36                           0.0043
                              37                          0.00446
                              38                          0.00463
                              39                           0.0048
                              40                          0.00495
                              41                          0.00512
                              42                          0.00529
                              43                          0.00546
                              44                          0.00562
                              45                          0.00578
                              46                          0.00594
                              47                          0.00611
                              48                          0.00627
                              49                          0.00643
                              50                          0.00659
                              51                          0.00675
                              52                           0.0069
                              53                          0.00705
                              54                           0.0072
                              55                          0.00736
                              56                          0.00752
                              57                          0.00768
                              58                          0.00782
                              59                          0.00799
                              60                          0.00813
