#Graph:          replica_66gr_replica_66
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000304
                               6                         0.000371
                               7                         0.000451
                               8                         0.000538
                               9                         0.000635
                              10                          0.00074
                              11                         0.000856
                              12                          0.00098
                              13                          0.00111
                              14                          0.00125
                              15                           0.0014
                              16                          0.00155
                              17                          0.00172
                              18                          0.00188
                              19                          0.00206
                              20                          0.00224
                              21                          0.00242
                              22                          0.00263
                              23                          0.00282
                              24                          0.00302
                              25                          0.00323
                              26                          0.00344
                              27                          0.00365
                              28                          0.00387
                              29                          0.00409
                              30                          0.00431
                              31                          0.00453
                              32                          0.00476
                              33                          0.00498
                              34                          0.00521
                              35                          0.00544
                              36                          0.00567
                              37                           0.0059
                              38                          0.00614
                              39                          0.00637
                              40                           0.0066
                              41                          0.00683
                              42                          0.00706
                              43                           0.0073
                              44                          0.00753
                              45                          0.00776
                              46                          0.00798
                              47                          0.00822
                              48                          0.00845
                              49                          0.00869
                              50                          0.00892
                              51                          0.00914
                              52                          0.00936
                              53                          0.00958
                              54                           0.0098
                              55                             0.01
                              56                           0.0103
                              57                           0.0105
                              58                           0.0107
                              59                            0.011
                              60                           0.0112
