#Graph:          replica_90gr_replica_90
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000285
                               6                         0.000395
                               7                         0.000521
                               8                         0.000656
                               9                         0.000802
                              10                         0.000955
                              11                          0.00112
                              12                          0.00129
                              13                          0.00146
                              14                          0.00164
                              15                          0.00183
                              16                          0.00202
                              17                          0.00222
                              18                          0.00241
                              19                          0.00262
                              20                          0.00283
                              21                          0.00304
                              22                          0.00327
                              23                          0.00349
                              24                          0.00372
                              25                          0.00396
                              26                           0.0042
                              27                          0.00443
                              28                          0.00468
                              29                          0.00493
                              30                          0.00518
                              31                          0.00544
                              32                           0.0057
                              33                          0.00596
                              34                          0.00624
                              35                          0.00651
                              36                           0.0068
                              37                          0.00708
                              38                          0.00738
                              39                          0.00768
                              40                          0.00797
                              41                          0.00828
                              42                           0.0086
                              43                          0.00893
                              44                          0.00925
                              45                          0.00957
                              46                          0.00991
                              47                           0.0103
                              48                           0.0106
                              49                            0.011
                              50                           0.0113
                              51                           0.0117
                              52                           0.0121
                              53                           0.0125
                              54                           0.0128
                              55                           0.0132
                              56                           0.0136
                              57                           0.0141
                              58                           0.0145
                              59                           0.0149
                              60                           0.0154
