#Graph:          replica_39gr_replica_39
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000798
                               6                         0.000988
                               7                          0.00119
                               8                           0.0014
                               9                          0.00161
                              10                          0.00183
                              11                          0.00206
                              12                          0.00229
                              13                          0.00254
                              14                          0.00278
                              15                          0.00303
                              16                           0.0033
                              17                          0.00356
                              18                          0.00383
                              19                           0.0041
                              20                           0.0044
                              21                          0.00467
                              22                          0.00498
                              23                          0.00527
                              24                          0.00557
                              25                          0.00588
                              26                          0.00619
                              27                          0.00649
                              28                          0.00681
                              29                          0.00713
                              30                          0.00746
                              31                          0.00778
                              32                           0.0081
                              33                          0.00843
                              34                          0.00877
                              35                          0.00911
                              36                          0.00946
                              37                           0.0098
                              38                           0.0102
                              39                           0.0105
                              40                           0.0109
                              41                           0.0112
                              42                           0.0116
                              43                            0.012
                              44                           0.0123
                              45                           0.0127
                              46                            0.013
                              47                           0.0134
                              48                           0.0138
                              49                           0.0142
                              50                           0.0146
                              51                            0.015
                              52                           0.0153
                              53                           0.0157
                              54                           0.0161
                              55                           0.0165
                              56                           0.0169
                              57                           0.0173
                              58                           0.0177
                              59                           0.0181
                              60                           0.0185
