#Graph:          replica_61gr_replica_61
#              Jet p_{T} [GeV/c]                       Jet A_{LL}
                               5                         0.000372
                               6                         0.000499
                               7                         0.000643
                               8                         0.000798
                               9                         0.000968
                              10                          0.00115
                              11                          0.00134
                              12                          0.00155
                              13                          0.00176
                              14                          0.00199
                              15                          0.00222
                              16                          0.00246
                              17                           0.0027
                              18                          0.00294
                              19                           0.0032
                              20                          0.00346
                              21                          0.00372
                              22                          0.00399
                              23                          0.00426
                              24                          0.00453
                              25                           0.0048
                              26                          0.00507
                              27                          0.00534
                              28                          0.00561
                              29                          0.00588
                              30                          0.00615
                              31                          0.00642
                              32                          0.00669
                              33                          0.00695
                              34                          0.00722
                              35                          0.00749
                              36                          0.00776
                              37                          0.00802
                              38                           0.0083
                              39                          0.00856
                              40                          0.00881
                              41                          0.00907
                              42                          0.00933
                              43                           0.0096
                              44                          0.00985
                              45                           0.0101
                              46                           0.0103
                              47                           0.0106
                              48                           0.0109
                              49                           0.0111
                              50                           0.0114
                              51                           0.0116
                              52                           0.0119
                              53                           0.0121
                              54                           0.0123
                              55                           0.0126
                              56                           0.0128
                              57                           0.0131
                              58                           0.0133
                              59                           0.0136
                              60                           0.0138
